benchmark_version,dataset,split,item_id,track_id,genre,license,license_url,track_url,audio_relpath,source_sha256,source_sample_rate,source_channels,source_duration_sec,sample_rate,channels,start_a_sec,start_b_sec,duration_sec,adjacent_segments,target_lufs,input_lufs_a,input_lufs_b,input_peak_a,input_peak_b,input_rms_dbfs_a,input_rms_dbfs_b,active_ratio_a,active_ratio_b,selection_rank_sha256
pedalboard-fma-test-v0.1,fma_small,test,fma_test_026902,26902,Electronic,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Goto80/6_PRT002_1941/Goto80-01-The_Hit,fma/fma_small/026/026902.mp3,53b517f4779df5ecfe10763374113a23a2eb4af066b1490c7ba53d9f2207680f,44100,2,29.98857142857143,44100,2,5.0,15.0,10.0,True,-20.0,-7.935065022738166,-7.585261221605115,0.24931778013706207,0.23947659134864807,-24.564771940007752,-24.392748008458305,1.0,1.0,1272a7a5cf3f69d1ac971acf4c0987062952e563c8556668f3f9fdf7e36213be
pedalboard-fma-test-v0.1,fma_small,test,fma_test_108525,108525,Electronic,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,http://freemusicarchive.org/music/Ghost_By_Nature/Funk_Therapy/Ghost_By_Nature_-_Funk_Therapy_-_02_Quest,fma/fma_small/108/108525.mp3,28fabe8c8256189d5b95efe982c51581c967738271f0699f6d0d0e57a21ba70c,44100,2,29.962448979591837,44100,2,5.0,15.0,10.0,True,-20.0,-8.971792848667297,-9.605926706801052,0.280924528837204,0.3022013008594513,-20.207783252700814,-19.892236117954354,1.0,1.0,129feb876bcdbfd694c75c476623b028c8b171715bd795b8e473b78b9520635b
pedalboard-fma-test-v0.1,fma_small,test,fma_test_108533,108533,Electronic,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,http://freemusicarchive.org/music/Ghost_By_Nature/Funk_Therapy/Ghost_By_Nature_-_Funk_Therapy_-_10_The_Prowler,fma/fma_small/108/108533.mp3,258c87747f1c29ab38c936acc1ff26487df34704d7deec81e6542b3a12d6d54d,44100,2,29.962448979591837,44100,2,5.0,15.0,10.0,True,-20.0,-7.96168897145214,-7.5291539048849625,0.25008314847946167,0.2379346489906311,-20.48495790611982,-20.72978254827191,1.0,1.0,18f083c88c3285edf49e4aebaf6394e4bb052bea88c5a73f064e2f9bb10e82ab
pedalboard-fma-test-v0.1,fma_small,test,fma_test_087069,87069,Electronic,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Waste_Disposal_Machine/Realm_of_the_New_Day_-_The_Remixes/11_waste_disposal_machine_-_i_sing_the_body_electric__first_take_sfi_remix,fma/fma_small/087/087069.mp3,c73517a5c1ecf1df8b995799dc6a72e0be1eb2b120c76143b0ed0fe6db3bdc2a,44100,2,29.98857142857143,44100,2,5.0,15.0,10.0,True,-20.0,-10.192631878182487,-9.624964881044269,0.32331928610801697,0.3028644025325775,-19.822933943076514,-19.932391959051984,1.0,1.0,19946de07ffa99c95a9b19d60e8ee087816680eb63af657409cccb39f130f31c
pedalboard-fma-test-v0.1,fma_small,test,fma_test_036099,36099,Electronic,Attribution-NonCommercial 3.0 International,http://creativecommons.org/licenses/by-nc/3.0/,http://freemusicarchive.org/music/Exteenager/forthcoming_split_ep_with_Peter_Percept/morpheus_,fma/fma_small/036/036099.mp3,2f3963a2e74c8bd175a3bf8db7886bd033226700e7709fb0125280423a646df8,44100,2,29.98857142857143,44100,2,5.0,15.0,10.0,True,-20.0,-9.164094320172525,-9.489739519580494,0.28721341490745544,0.2981858253479004,-21.151015715559417,-21.343762903750058,1.0,0.9800000190734863,1e434202e5344a69426660ab9199374b2df4b479a3b8a182bc328c73b0af408d
pedalboard-fma-test-v0.1,fma_small,test,fma_test_093521,93521,Electronic,Creative Commons Attribution,http://creativecommons.org/licenses/by/3.0/,http://freemusicarchive.org/music/Moon_Veil/Snake_Charm/Moon_Veil_-_Ivory,fma/fma_small/093/093521.mp3,001a7d794b6f5cec6ab5919e22cc5ae29e15a0d2208cecad3a579200199326dd,44100,2,29.962448979591837,44100,2,5.0,15.0,10.0,True,-20.0,-12.795110562218749,-13.434040778093907,0.36423662304878235,0.3592906594276428,-22.447848368671607,-22.14044280534982,1.0,1.0,2344d1b118e6a8a5f5d5c101af89cd9ac3d5e6acdd24c25755f1f27b68ccf6bf
pedalboard-fma-test-v0.1,fma_small,test,fma_test_140924,140924,Electronic,Creative Commons Attribution,http://creativecommons.org/licenses/by/3.0/,http://freemusicarchive.org/music/Nihilore/The_Hermeneutic_Circle/Nihilore_-_The_Hermeneutic_Circle_-_03_Authenticity,fma/fma_small/140/140924.mp3,84fd8c9fd7ca4d9c0e99c65182c59cc993b598b824957e26b79a96df2b4f7089,44100,2,29.962448979591837,44100,2,5.0,15.0,10.0,True,-20.0,-11.319745008186596,-10.536651093911312,0.35376304388046265,0.3201877176761627,-21.17871418117523,-20.690211059061046,1.0,1.0,277d8748727ccfa5e9da40d0e186fd11654e9424a3ded2822235a667877c49f1
pedalboard-fma-test-v0.1,fma_small,test,fma_test_026904,26904,Electronic,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Goto80/6_PRT002_1941/Goto80-03-Boys_Say_Only_You,fma/fma_small/026/026904.mp3,2d2b1b66c74bf336030dc838c78856c49e1367b557044407401b11e4ce467aa5,44100,2,30.01469387755102,44100,2,5.0,15.0,10.0,True,-20.0,-11.291433340303602,-16.40952877603968,0.36692023277282715,0.6614186763763428,-23.350017324181344,-24.72318199549299,0.9900000095367432,0.9900000095367432,2a46af946fa50c3c0888f0a7c7917db0f9de179243b8cf9dd5cbcdc37c74b83e
pedalboard-fma-test-v0.1,fma_small,test,fma_test_065779,65779,Electronic,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Adubter/Intro_1830/03_-_Adubter_-_Let_s_go,fma/fma_small/065/065779.mp3,38710b4a3470112e63cbc49d840f86cebbdb1493a5336b872f72c3aef0feeba8,44100,2,29.988004535147393,44100,2,5.0,15.0,10.0,True,-20.0,-18.067266722286174,-17.909216401940256,0.6393542289733887,0.5478708744049072,-21.7402794577953,-21.95762287801918,1.0,1.0,2d012fe6145d4a2fe7ceb3cc7192be9cb55ac66d982bb5d62c78105b45f799df
pedalboard-fma-test-v0.1,fma_small,test,fma_test_065780,65780,Electronic,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Adubter/intro/04_-_Adubter_-_OutroDub,fma/fma_small/065/065780.mp3,d0cdb6c67c762a2bcd832a063be06e0350b56f502e256b5274f070c0a2d65b8e,44100,2,29.962448979591837,44100,2,5.0,15.0,10.0,True,-20.0,-17.502447871967178,-20.12451142139474,0.5665122866630554,0.6004236340522766,-21.390923595797098,-21.266843941226817,1.0,1.0,2d7973956d7666d3fb2f4b91261bd15d89ff5b03ac19ac55159c3fdf75353558
pedalboard-fma-test-v0.1,fma_small,test,fma_test_068582,68582,Electronic,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Indian_Wells/Night_Drops/Indian_Wells_-_02_-_In_The_Streets,fma/fma_small/068/068582.mp3,7a9277f923ba72276282257ec2ed161474fb0ccad56f34b50904e7eefd9a5678,44100,2,29.98857142857143,44100,2,5.0,15.0,10.0,True,-20.0,-10.931592694676688,-7.9744120970540795,0.34352365136146545,0.24390263855457306,-21.81320452734024,-20.990460915167375,1.0,1.0,2edce05565496cba5d238a9e891a7973a972cb1d00d89bbfd4ca18760bf81008
pedalboard-fma-test-v0.1,fma_small,test,fma_test_035569,35569,Electronic,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Ion_Romania/Schutzhaft/05_Ion_-_Education_After_Auschwitz_bonus_track,fma/fma_small/035/035569.mp3,f2d0059d8d5749294c9ea8d8f5de6bd843cc888c90c58e16ce268405859c96a5,44100,2,30.01469387755102,44100,2,5.0,15.0,10.0,True,-20.0,-5.933694512340024,-7.528854223623381,0.19800890982151031,0.2379264384508133,-21.162101815845237,-21.257855155062796,1.0,1.0,31db3b2ed4ed52f01b7d79f89ee08fc4971317270a7137b815663f6385e04378
pedalboard-fma-test-v0.1,fma_small,test,fma_test_068899,68899,Electronic,Attribution-NonCommercial 3.0 International,http://creativecommons.org/licenses/by-nc/3.0/,http://freemusicarchive.org/music/Broke_For_Free/Leaf/Broke_For_Free_-_Leaf_-_01_Lonely_Organ,fma/fma_small/068/068899.mp3,d6da51715cf43fdc49c1ec04d20d4da0a6a9c6327028a6a18d49ceff4f813132,44100,2,29.962448979591837,44100,2,5.0,15.0,10.0,True,-20.0,-8.22965033968277,-8.482956203335034,0.25248783826828003,0.2608807384967804,-22.02564921573893,-22.062573250999442,1.0,1.0,39117ec76ce5e2e514d0faa6aa7c835d61998c4262bc0d7942398eb91adbae78
pedalboard-fma-test-v0.1,fma_small,test,fma_test_069222,69222,Electronic,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Max_Grin/ThreeS_EP/02_Max_Grin_-_Slump_feat_Mac,fma/fma_small/069/069222.mp3,01fda604ab7dad59b5bdaa74cd3af0699517ce910a8141cd88a47f56f1b515ea,44100,2,29.98857142857143,44100,2,5.0,15.0,10.0,True,-20.0,-10.9738611602786,-11.444114262836356,0.35374724864959717,0.37342700362205505,-20.95391956595234,-20.94771169561787,1.0,1.0,3928824340beae81fa444b2fe38fff330a2285178ff4f91ff1c17e3e250f6798
pedalboard-fma-test-v0.1,fma_small,test,fma_test_140934,140934,Electronic,Creative Commons Attribution,http://creativecommons.org/licenses/by/3.0/,http://freemusicarchive.org/music/Nihilore/The_Hermeneutic_Circle/Nihilore_-_The_Hermeneutic_Circle_-_10_The_Absurd,fma/fma_small/140/140934.mp3,78f76029c83d09aabae991415a5789001be4acbd07968e8c0c3454870e86d8e2,44100,2,29.962448979591837,44100,2,5.0,15.0,10.0,True,-20.0,-12.122386444702206,-11.829815672632071,0.38999393582344055,0.36769160628318787,-21.114358384704566,-21.340986397487185,1.0,1.0,3d471fa5cc56c89a74719663ef308ca35ab380c09ee890b7d989bf30b2254d69
pedalboard-fma-test-v0.1,fma_small,test,fma_test_108524,108524,Electronic,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,http://freemusicarchive.org/music/Ghost_By_Nature/Funk_Therapy/Ghost_By_Nature_-_Funk_Therapy_-_01_Get_Ready,fma/fma_small/108/108524.mp3,cab5c84a3e84b9b657bfc5063a3e8a8625f5116d7fdcf4cb444430db5867c4e4,44100,2,29.98857142857143,44100,2,5.0,15.0,10.0,True,-20.0,-10.93704881031374,-9.068226528803805,0.35225117206573486,0.2840608060359955,-22.225711855558256,-21.500202613525204,1.0,1.0,3f431d04ca4d9bbebbf0e5f5f371c6ca724052d44eada6ec3aed83791c7e7417
pedalboard-fma-test-v0.1,fma_small,test,fma_test_020296,20296,Experimental,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,http://freemusicarchive.org/music/Sikhara/Sikhara_Live_on_KBOOs_Sounds_Unsound/Part_3_1125,fma/fma_small/020/020296.mp3,e62a2fd98cae953f00ca37ee4f69d74950b6b6fadbc0a36ba52c11dd4ea68aae,44100,2,29.98857142857143,44100,2,5.0,15.0,10.0,True,-20.0,-18.588707364175615,-18.161377134663002,0.8500322103500366,0.8092241883277893,-21.917669660522193,-21.937463544389324,1.0,1.0,01aad54d7e20dc0d67a2c8245a6afc53eefb40940a49fa591b6016f5e80e51c4
pedalboard-fma-test-v0.1,fma_small,test,fma_test_001249,1249,Experimental,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,http://freemusicarchive.org/music/Nautical_Almanac/Handcut_Record_Transfers/Cleanse_Bath_10_Metal_Laquer,fma/fma_small/001/001249.mp3,29592fd5a61650116a8fc3c9e3057b788390c96f83ae266360655e59f2075f25,44100,2,29.98857142857143,44100,2,5.0,15.0,10.0,True,-20.0,-4.3356805872604,-0.7837141408983956,0.16473430395126343,0.10944242775440216,-22.04196529676349,-22.485138014846314,1.0,1.0,02b6b1a3ad4783285281c597cb840fb5c4110f942f8d20ef89822bf990077e5f
pedalboard-fma-test-v0.1,fma_small,test,fma_test_007378,7378,Experimental,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/resurrect_dead_on_planet_jupiter,fma/fma_small/007/007378.mp3,b1a7ceb93b731a5151a42d16d51d8b53c969a1714cb635ad827def0c7416c07f,44100,2,29.98857142857143,44100,2,5.0,15.0,10.0,True,-20.0,-18.334702683588528,-19.518931941634772,0.4964062571525574,0.49707379937171936,-20.819248423647345,-24.297054527568655,1.0,1.0,02ce916e4d9f6d0c22052c009ec46019d2c226fcf01e55eccff7f9c03400e4bd
pedalboard-fma-test-v0.1,fma_small,test,fma_test_014690,14690,Experimental,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,http://freemusicarchive.org/music/Lucky_Dragons/Dream_Island_Laughing_Language/Givers,fma/fma_small/014/014690.mp3,bae222d0779608d2735fb34a334a2ab5a4fcfcc7055564f721b7458878e58b12,44100,2,30.013990929705216,44100,2,5.0,15.0,10.0,True,-20.0,-4.554093405998623,-3.7557286856755807,0.16892917454242706,0.15409424901008606,-22.319010828601073,-22.402423903600596,1.0,1.0,02e6526d45866004f823bf746b4c47f50d43c8ea9d39148ce5e8220cd4e16dda
pedalboard-fma-test-v0.1,fma_small,test,fma_test_110209,110209,Experimental,Attribution-NonCommercial 3.0 International,http://creativecommons.org/licenses/by-nc/3.0/,http://freemusicarchive.org/music/CIRCUSMARCUS/La_tapa_del_da/circus-marcus_la-tapa-del-dia_la-tapa-del-viernes,fma/fma_small/110/110209.mp3,50812e122b838ad8bb13e99a28ff55f0ab04c0b2ebadc82b2c6ccf2c4afb4fb5,44100,2,29.98857142857143,44100,2,5.0,15.0,10.0,True,-20.0,-24.148382872635207,-21.396469729812033,0.6428143382072449,0.6442481875419617,-23.59242427641005,-24.20882600246316,0.9200000166893005,0.949999988079071,050ef4424c27a2ec6280f6f3e2930f9504b55f39b525f89a60e8f1e8a4e9eff4
pedalboard-fma-test-v0.1,fma_small,test,fma_test_122106,122106,Experimental,Attribution-NonCommercial,http://creativecommons.org/licenses/by-nc/4.0/,http://freemusicarchive.org/music/Electroblurgen/The_Smiley_Frowny_Spider/Electroblurgen_-_01_-_Gentle_Cruel_Orb,fma/fma_small/122/122106.mp3,6693eeea8989f9add2b7c6d69f2a85a45574f51650ecfd11ee6ce6cc236fc9c6,44100,1,30.01469387755102,44100,2,5.0,15.0,10.0,True,-20.0,-14.357242629765116,-15.705882306846663,0.4505153000354767,0.4654601216316223,-23.32201841881467,-22.43725730361009,1.0,1.0,089a94dd2ac38838a4b77ce89a80e8bcc06a63377df586e0ee83d250c98b5f69
pedalboard-fma-test-v0.1,fma_small,test,fma_test_036799,36799,Experimental,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Rully_Shabara__Wukir/Senyawa/01_Tanah,fma/fma_small/036/036799.mp3,538fdf95162c594a00743061e1938aacbf2575cd9167ac9e2bec6af9d75e70e6,44100,2,30.01469387755102,44100,2,5.0,15.0,10.0,True,-20.0,-16.889529594122468,-17.019445771098123,0.34123897552490234,0.35195910930633545,-22.728654335334685,-22.640392843435716,1.0,1.0,0b3637825e72748d480c7ad9ebaadc92e04022dd130fbc5e4580b028b7241750
pedalboard-fma-test-v0.1,fma_small,test,fma_test_001069,1069,Experimental,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,http://freemusicarchive.org/music/Lucky_Dragons/Norteas/Un_Lagrima_en_la_Discoteca,fma/fma_small/001/001069.mp3,21d60b9c660893ecd2e7fc7ca9c78399caa5d1869534930cde26b22621710862,44100,2,29.962448979591837,44100,2,5.0,15.0,10.0,True,-20.0,-8.902978486043903,-8.558904855193065,0.27870768308639526,0.2678830623626709,-23.335356217551908,-23.56023272431111,1.0,1.0,19b7347a2a077fc5681aa174d81313c50832ac20007ff5e3f5da920f03fe5cf2
pedalboard-fma-test-v0.1,fma_small,test,fma_test_007379,7379,Experimental,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Lucky_Dragons/Dark_Falcon/its_hard_to_fall_asleep,fma/fma_small/007/007379.mp3,515204620e661611eef755655edcb8305c9433864cebe506461eab2f365f387a,44100,2,29.962448979591837,44100,2,5.0,15.0,10.0,True,-20.0,-7.357840180679461,-10.028975189165001,0.23328779637813568,0.3172844350337982,-20.024891208755218,-20.7343286378096,1.0,1.0,2095485f73aaa19073088bd4a13969c3680b89241d5e942ae60015c6cd143ee4
pedalboard-fma-test-v0.1,fma_small,test,fma_test_063149,63149,Experimental,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,http://freemusicarchive.org/music/Lucky_Dragons/Relax_in_a_Hurry/lucky_dragons_-_relax_in_a_hurry_-_25_25,fma/fma_small/063/063149.mp3,48650de9b03114d6d7438f739225ba5d78e1b31a81657345df2b0b4ca7574719,44100,2,29.962448979591837,44100,2,5.0,15.0,10.0,True,-20.0,-19.64102006562452,-19.804711164325518,0.4388601779937744,0.44250571727752686,-22.003388313189998,-21.965190446978955,1.0,1.0,26538cc23783e0bc4604bf7734a0512f6743311b4112b037ecac48b7aabb8a47
pedalboard-fma-test-v0.1,fma_small,test,fma_test_011019,11019,Experimental,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,http://freemusicarchive.org/music/Lucky_Dragons/Dream_Island_Laughing_Language/Mirror_Friends,fma/fma_small/011/011019.mp3,98dc270697a95f3210355cf5c2de22c9a3b242dcdbac2406494cedeb907b26eb,44100,2,29.962448979591837,44100,2,5.0,15.0,10.0,True,-20.0,-9.067470042797614,-8.586389948113535,0.2840360701084137,0.26873207092285156,-22.52199837087495,-22.563684646919956,1.0,1.0,26778177c2e4711f32aa81a9eb25f345a6b0ff63f8725450a9acd7dc76e58669
pedalboard-fma-test-v0.1,fma_small,test,fma_test_111216,111216,Experimental,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,http://freemusicarchive.org/music/Minicomponente/En_Berli/01_Un_quintero_normal,fma/fma_small/111/111216.mp3,5478a0c5b3f3257d394a5eb070b6a037a7863affe09bfcdb0d4a8fab1c914f00,44100,2,29.962448979591837,44100,2,5.0,15.0,10.0,True,-20.0,-14.036912278707709,-13.713701845472631,0.4029749929904938,0.4084374010562897,-21.82404527452169,-21.606577244780926,1.0,1.0,28737dd3ffffb02f883d17407e21eb40d0473ae168a3a529fffa38e9b4d2e9c3
pedalboard-fma-test-v0.1,fma_small,test,fma_test_110204,110204,Experimental,Attribution-NonCommercial 3.0 International,http://creativecommons.org/licenses/by-nc/3.0/,http://freemusicarchive.org/music/CIRCUSMARCUS/La_tapa_del_da/circus-marcus_la-tapa-del-dia_la-tapa-del-domingo,fma/fma_small/110/110204.mp3,6af8a569216700fc26c97227fd2cf7a6b32f8aed5c4b4e378442e0147ed7ff20,44100,2,29.962448979591837,44100,2,5.0,15.0,10.0,True,-20.0,-13.832273016154849,-15.03471063439497,0.32934659719467163,0.35641273856163025,-22.341207686504468,-22.331756361482043,1.0,1.0,2e3f62449bdfbc2c5c3edde1f2355774b37ced8ecce785cfc493051b5fcb39fa
