encoder,topology,item_id,center_accepted,n1_origin,n1_ld,raw_center_ld,rejection_reason,full_pool_attempts,pool_rejections,unused_valid_renders
relativefx,known,fma_test_038834,True,head_center,0.8836359977722168,0.8836359977722168,,512,0,0
relativefx,known,fma_test_039317,False,head_centered,1.7289459705352783,,not separated: nonfinite or peak rejection,1285,648,125
relativefx,known,fma_test_039318,True,head_center,1.3284533023834229,1.3284533023834229,,512,0,0
relativefx,known,fma_test_039605,True,head_center,1.1175639629364014,1.1175639629364014,,512,0,0
relativefx,known,fma_test_039607,True,head_center,1.282097339630127,1.282097339630127,,512,0,0
relativefx,known,fma_test_040236,True,head_center,0.22885935008525848,0.22885935008525848,,512,0,0
relativefx,known,fma_test_040240,True,head_center,0.7628769278526306,0.7628769278526306,,770,5,253
relativefx,known,fma_test_040242,True,head_center,1.206673264503479,1.206673264503479,,512,0,0
relativefx,known,fma_test_040244,True,head_center,0.4315023422241211,0.4315023422241211,,512,0,0
relativefx,known,fma_test_051301,True,head_center,0.9148383140563965,0.9148383140563965,,512,0,0
relativefx,known,fma_test_053228,True,head_center,0.42321667075157166,0.42321667075157166,,512,0,0
relativefx,known,fma_test_053586,True,head_center,0.16862551867961884,0.16862551867961884,,512,0,0
relativefx,known,fma_test_056895,True,head_center,0.2980808615684509,0.2980808615684509,,512,0,0
relativefx,known,fma_test_059581,True,head_center,0.7738184928894043,0.7738184928894043,,512,0,0
relativefx,known,fma_test_063064,True,head_center,1.3500964641571045,1.3500964641571045,,849,134,203
relativefx,known,fma_test_063149,True,head_center,1.2989263534545898,1.2989263534545898,,512,0,0
relativefx,known,fma_test_063161,True,head_center,1.5084235668182373,1.5084235668182373,,512,0,0
relativefx,known,fma_test_063250,True,head_center,1.4375314712524414,1.4375314712524414,,512,0,0
relativefx,known,fma_test_063257,True,head_center,0.6097016930580139,0.6097016930580139,,512,0,0
relativefx,known,fma_test_065779,True,head_center,0.8713595271110535,0.8713595271110535,,512,0,0
relativefx,known,fma_test_065780,True,head_center,0.6502623558044434,0.6502623558044434,,512,0,0
relativefx,known,fma_test_066534,True,head_center,0.29876410961151123,0.29876410961151123,,512,0,0
relativefx,known,fma_test_066537,True,head_center,0.3882165551185608,0.3882165551185608,,512,0,0
relativefx,known,fma_test_066538,True,head_center,0.7931260466575623,0.7931260466575623,,512,0,0
relativefx,known,fma_test_066539,True,head_center,1.504246711730957,1.504246711730957,,769,2,255
relativefx,known,fma_test_066717,True,head_center,0.3864571452140808,0.3864571452140808,,512,0,0
relativefx,known,fma_test_067334,True,head_center,1.451611876487732,1.451611876487732,,512,0,0
relativefx,known,fma_test_067336,True,head_center,0.4651659429073334,0.4651659429073334,,512,0,0
relativefx,known,fma_test_067457,True,head_center,1.2704545259475708,1.2704545259475708,,512,0,0
relativefx,known,fma_test_068537,True,head_center,0.6570720076560974,0.6570720076560974,,512,0,0
relativefx,known,fma_test_068582,True,head_center,0.6700789332389832,0.6700789332389832,,512,0,0
relativefx,known,fma_test_068895,True,head_center,0.9754934310913086,0.9754934310913086,,512,0,0
relativefx,known,fma_test_068899,True,head_center,1.1950548887252808,1.1950548887252808,,512,0,0
relativefx,known,fma_test_069222,True,head_center,0.9620610475540161,0.9620610475540161,,856,149,195
relativefx,known,fma_test_071371,True,head_center,0.3456851840019226,0.3456851840019226,,512,0,0
relativefx,known,fma_test_076363,False,head_centered,2.8580007553100586,,not separated: nonfinite or peak rejection,3955,3428,15
relativefx,known,fma_test_084057,True,head_center,0.5497989654541016,0.5497989654541016,,512,0,0
relativefx,known,fma_test_084736,True,head_center,1.5510945320129395,1.5510945320129395,,512,0,0
relativefx,known,fma_test_086037,True,head_center,0.256422758102417,0.256422758102417,,512,0,0
relativefx,known,fma_test_086038,True,head_center,0.19568565487861633,0.19568565487861633,,512,0,0
relativefx,known,fma_test_086039,True,head_center,0.36733731627464294,0.36733731627464294,,779,21,246
relativefx,known,fma_test_086040,True,head_center,0.9499673247337341,0.9499673247337341,,512,0,0
relativefx,known,fma_test_086256,True,head_center,0.9407143592834473,0.9407143592834473,,512,0,0
relativefx,known,fma_test_086634,True,head_center,2.193209409713745,2.193209409713745,,783,26,245
relativefx,known,fma_test_086788,True,head_center,0.6446560025215149,0.6446560025215149,,512,0,0
relativefx,known,fma_test_087069,True,head_center,1.6063296794891357,1.6063296794891357,,512,0,0
relativefx,known,fma_test_089445,True,head_center,0.010742786340415478,0.010742786340415478,,512,0,0
relativefx,known,fma_test_093521,True,head_center,1.0481016635894775,1.0481016635894775,,774,10,252
relativefx,known,fma_test_094101,True,head_center,1.2398618459701538,1.2398618459701538,,512,0,0
relativefx,known,fma_test_094803,True,head_center,0.2509462237358093,0.2509462237358093,,774,8,254
relativefx,known,fma_test_103518,True,head_center,0.2843981087207794,0.2843981087207794,,512,0,0
relativefx,known,fma_test_103519,True,head_center,0.3238755166530609,0.3238755166530609,,512,0,0
relativefx,known,fma_test_103520,True,head_center,0.35834383964538574,0.35834383964538574,,771,6,253
relativefx,known,fma_test_103521,True,head_center,1.220991611480713,1.220991611480713,,512,0,0
relativefx,known,fma_test_103522,True,head_center,0.48770222067832947,0.48770222067832947,,512,0,0
relativefx,known,fma_test_103523,True,head_center,0.3754274845123291,0.3754274845123291,,512,0,0
relativefx,known,fma_test_105141,True,head_center,1.174460768699646,1.174460768699646,,512,0,0
relativefx,known,fma_test_105144,True,head_center,0.31487804651260376,0.31487804651260376,,769,3,254
relativefx,known,fma_test_106629,True,head_center,1.3382333517074585,1.3382333517074585,,769,1,256
relativefx,known,fma_test_106877,True,head_center,0.9213309288024902,0.9213309288024902,,773,7,254
relativefx,known,fma_test_108456,True,head_center,1.0835449695587158,1.0835449695587158,,512,0,0
relativefx,known,fma_test_108459,True,head_center,0.2243344783782959,0.2243344783782959,,512,0,0
relativefx,known,fma_test_108460,True,head_center,0.3493232727050781,0.3493232727050781,,772,5,255
relativefx,known,fma_test_108524,True,head_center,0.8243617415428162,0.8243617415428162,,512,0,0
relativefx,known,fma_test_108525,True,head_center,0.4472441077232361,0.4472441077232361,,512,0,0
relativefx,known,fma_test_108532,True,head_center,1.0884552001953125,1.0884552001953125,,512,0,0
relativefx,known,fma_test_108533,True,head_center,0.37655091285705566,0.37655091285705566,,512,0,0
relativefx,known,fma_test_110204,True,head_center,0.6425380110740662,0.6425380110740662,,512,0,0
relativefx,known,fma_test_110209,True,head_center,1.2987966537475586,1.2987966537475586,,512,0,0
relativefx,known,fma_test_110756,True,head_center,0.11168470233678818,0.11168470233678818,,512,0,0
relativefx,known,fma_test_110764,True,head_center,1.3503284454345703,1.3503284454345703,,512,0,0
relativefx,known,fma_test_110765,True,head_center,1.1195682287216187,1.1195682287216187,,769,1,256
relativefx,known,fma_test_110771,True,head_center,0.8496050834655762,0.8496050834655762,,769,2,255
relativefx,known,fma_test_110774,True,head_center,1.4635908603668213,1.4635908603668213,,512,0,0
relativefx,known,fma_test_110775,True,head_center,1.6926201581954956,1.6926201581954956,,818,104,202
relativefx,known,fma_test_111216,True,head_center,1.1156058311462402,1.1156058311462402,,512,0,0
relativefx,known,fma_test_111994,True,head_center,1.1157736778259277,1.1157736778259277,,512,0,0
relativefx,known,fma_test_112000,True,head_center,0.748222827911377,0.748222827911377,,512,0,0
relativefx,known,fma_test_112001,True,head_center,0.6138434410095215,0.6138434410095215,,512,0,0
relativefx,known,fma_test_113274,True,head_center,1.5294828414916992,1.5294828414916992,,512,0,0
relativefx,known,fma_test_113275,True,head_center,1.4533157348632812,1.4533157348632812,,773,7,254
relativefx,known,fma_test_113279,True,head_center,0.5561414957046509,0.5561414957046509,,769,1,256
relativefx,known,fma_test_114212,True,head_center,0.44396400451660156,0.44396400451660156,,793,36,245
relativefx,known,fma_test_114222,True,head_center,0.30030035972595215,0.30030035972595215,,512,0,0
relativefx,known,fma_test_114223,True,head_center,0.682705283164978,0.682705283164978,,512,0,0
relativefx,known,fma_test_116388,True,head_center,1.412205457687378,1.412205457687378,,512,0,0
relativefx,known,fma_test_116389,True,head_center,0.6426942348480225,0.6426942348480225,,512,0,0
relativefx,known,fma_test_119584,True,head_center,0.25694510340690613,0.25694510340690613,,769,3,254
relativefx,known,fma_test_119592,True,head_center,1.6065948009490967,1.6065948009490967,,783,21,250
relativefx,known,fma_test_120206,True,head_center,0.7017624378204346,0.7017624378204346,,512,0,0
relativefx,known,fma_test_121998,True,head_center,0.6511924266815186,0.6511924266815186,,512,0,0
relativefx,known,fma_test_122106,True,head_center,0.3709305226802826,0.3709305226802826,,512,0,0
relativefx,known,fma_test_122155,True,head_center,0.644694447517395,0.644694447517395,,770,4,254
relativefx,known,fma_test_124185,True,head_center,0.6046205759048462,0.6046205759048462,,512,0,0
relativefx,known,fma_test_124186,True,head_center,0.6162664294242859,0.6162664294242859,,512,0,0
relativefx,known,fma_test_124394,True,head_center,1.2503994703292847,1.2503994703292847,,512,0,0
relativefx,known,fma_test_126507,True,head_center,0.8082506060600281,0.8082506060600281,,769,3,254
relativefx,known,fma_test_127180,True,head_center,0.3424379527568817,0.3424379527568817,,512,0,0
relativefx,known,fma_test_127183,True,head_center,0.8667959570884705,0.8667959570884705,,512,0,0
relativefx,known,fma_test_127185,True,head_center,1.6229877471923828,1.6229877471923828,,871,178,181
relativefx,known,fma_test_127186,True,head_center,1.3141725063323975,1.3141725063323975,,512,0,0
relativefx,known,fma_test_127189,True,head_center,1.8564714193344116,1.8564714193344116,,512,0,0
relativefx,known,fma_test_132117,True,head_center,0.727055549621582,0.727055549621582,,804,50,242
relativefx,known,fma_test_132171,True,head_center,0.1996910274028778,0.1996910274028778,,512,0,0
relativefx,known,fma_test_136054,True,head_center,1.3747196197509766,1.3747196197509766,,512,0,0
relativefx,known,fma_test_140609,True,head_center,0.41761311888694763,0.41761311888694763,,512,0,0
relativefx,known,fma_test_140620,True,head_center,1.1926052570343018,1.1926052570343018,,512,0,0
relativefx,known,fma_test_140621,True,head_center,0.2530207335948944,0.2530207335948944,,956,333,111
relativefx,known,fma_test_140626,True,head_center,1.6359281539916992,1.6359281539916992,,512,0,0
relativefx,known,fma_test_140922,True,head_center,0.2870205044746399,0.2870205044746399,,512,0,0
relativefx,known,fma_test_140924,True,head_center,0.2648473381996155,0.2648473381996155,,512,0,0
relativefx,known,fma_test_140934,True,head_center,0.6788713335990906,0.6788713335990906,,512,0,0
relativefx,known,fma_test_142533,True,head_center,0.47698545455932617,0.47698545455932617,,512,0,0
relativefx,known,fma_test_142534,True,head_center,0.2632891535758972,0.2632891535758972,,512,0,0
relativefx,known,fma_test_142537,True,head_center,0.13859425485134125,0.13859425485134125,,512,0,0
relativefx,known,fma_test_142539,True,head_center,0.1928989738225937,0.1928989738225937,,512,0,0
relativefx,known,fma_test_144212,True,head_center,0.2212795913219452,0.2212795913219452,,512,0,0
relativefx,known,fma_test_144213,True,head_center,0.22406870126724243,0.22406870126724243,,770,2,256
relativefx,known,fma_test_144214,True,head_center,0.7027443647384644,0.7027443647384644,,769,1,256
relativefx,known,fma_test_145747,True,head_center,0.7247519493103027,0.7247519493103027,,775,9,254
relativefx,known,fma_test_145750,True,head_center,0.7342476844787598,0.7342476844787598,,512,0,0
relativefx,known,fma_test_148028,True,head_center,1.1107170581817627,1.1107170581817627,,770,3,255
relativefx,known,fma_test_148032,True,head_center,0.6131351590156555,0.6131351590156555,,512,0,0
relativefx,known,fma_test_150288,True,head_center,0.16834333539009094,0.16834333539009094,,512,0,0
relativefx,known,fma_test_154306,True,head_center,1.2700200080871582,1.2700200080871582,,512,0,0
relativefx,known,fma_test_154307,True,head_center,1.760024070739746,1.760024070739746,,512,0,0
relativefx,known,fma_test_154308,True,head_center,1.6222176551818848,1.6222176551818848,,512,0,0
relativefx,known,fma_test_154309,True,head_center,0.09383058547973633,0.09383058547973633,,512,0,0
relativefx,unknown,fma_test_000705,True,head_center,0.28385376930236816,0.28385376930236816,,769,1,256
relativefx,unknown,fma_test_000706,True,head_center,0.47662413120269775,0.47662413120269775,,769,1,256
relativefx,unknown,fma_test_000707,True,head_center,1.2466726303100586,1.2466726303100586,,512,0,0
relativefx,unknown,fma_test_000708,True,head_center,0.4831664264202118,0.4831664264202118,,769,1,256
relativefx,unknown,fma_test_001069,True,head_center,0.14865149557590485,0.14865149557590485,,769,1,256
relativefx,unknown,fma_test_001249,True,head_center,0.32871192693710327,0.32871192693710327,,776,15,249
relativefx,unknown,fma_test_004108,True,head_center,1.3060929775238037,1.3060929775238037,,512,0,0
relativefx,unknown,fma_test_007378,True,head_center,1.316914439201355,1.316914439201355,,512,0,0
relativefx,unknown,fma_test_007379,True,head_center,0.9997061491012573,0.9997061491012573,,512,0,0
relativefx,unknown,fma_test_007381,True,head_center,1.7530359029769897,1.7530359029769897,,774,8,254
relativefx,unknown,fma_test_007383,True,head_center,0.1167549341917038,0.1167549341917038,,512,0,0
relativefx,unknown,fma_test_010382,True,head_center,0.29929518699645996,0.29929518699645996,,777,14,251
relativefx,unknown,fma_test_010383,True,head_center,0.4182779788970947,0.4182779788970947,,770,5,253
relativefx,unknown,fma_test_010384,True,head_center,0.26795241236686707,0.26795241236686707,,771,5,254
relativefx,unknown,fma_test_010387,True,head_center,1.020503282546997,1.020503282546997,,512,0,0
relativefx,unknown,fma_test_010388,True,head_center,1.2613580226898193,1.2613580226898193,,769,1,256
relativefx,unknown,fma_test_010438,True,head_center,0.7044123411178589,0.7044123411178589,,512,0,0
relativefx,unknown,fma_test_010440,True,head_center,1.1742935180664062,1.1742935180664062,,512,0,0
relativefx,unknown,fma_test_010441,True,head_center,1.2896897792816162,1.2896897792816162,,788,29,247
relativefx,unknown,fma_test_010443,True,head_center,1.545527696609497,1.545527696609497,,775,9,254
relativefx,unknown,fma_test_010444,True,head_center,0.5209802985191345,0.5209802985191345,,512,0,0
relativefx,unknown,fma_test_011019,True,head_center,0.7992727160453796,0.7992727160453796,,512,0,0
relativefx,unknown,fma_test_012046,True,head_center,0.11307551711797714,0.11307551711797714,,772,4,256
relativefx,unknown,fma_test_012051,True,head_center,0.45278650522232056,0.45278650522232056,,512,0,0
relativefx,unknown,fma_test_012059,True,head_center,1.0853782892227173,1.0853782892227173,,512,0,0
relativefx,unknown,fma_test_012060,True,head_center,1.0293010473251343,1.0293010473251343,,512,0,0
relativefx,unknown,fma_test_012064,True,head_center,0.4931911826133728,0.4931911826133728,,512,0,0
relativefx,unknown,fma_test_012065,True,head_center,1.3556432723999023,1.3556432723999023,,795,41,242
relativefx,unknown,fma_test_012179,True,head_center,0.8311512470245361,0.8311512470245361,,512,0,0
relativefx,unknown,fma_test_012387,True,head_center,0.7111512422561646,0.7111512422561646,,512,0,0
relativefx,unknown,fma_test_012390,True,head_center,0.6809489130973816,0.6809489130973816,,794,41,241
relativefx,unknown,fma_test_012481,True,head_center,2.073951005935669,2.073951005935669,,782,22,248
relativefx,unknown,fma_test_012482,True,head_center,1.7680915594100952,1.7680915594100952,,771,3,256
relativefx,unknown,fma_test_012489,True,head_center,0.9631571769714355,0.9631571769714355,,512,0,0
relativefx,unknown,fma_test_012518,True,head_center,1.6890802383422852,1.6890802383422852,,770,4,254
relativefx,unknown,fma_test_014653,True,head_center,0.841291606426239,0.841291606426239,,512,0,0
relativefx,unknown,fma_test_014690,True,head_center,1.4352329969406128,1.4352329969406128,,771,4,255
relativefx,unknown,fma_test_014734,True,head_center,1.513662576675415,1.513662576675415,,772,10,250
relativefx,unknown,fma_test_014736,True,head_center,0.31851816177368164,0.31851816177368164,,512,0,0
relativefx,unknown,fma_test_014738,True,head_center,1.104391098022461,1.104391098022461,,512,0,0
relativefx,unknown,fma_test_014744,True,head_center,1.0070090293884277,1.0070090293884277,,814,78,224
relativefx,unknown,fma_test_014745,True,head_center,0.8990464210510254,0.8990464210510254,,802,56,234
relativefx,unknown,fma_test_016337,True,head_center,1.404474139213562,1.404474139213562,,769,1,256
relativefx,unknown,fma_test_016340,True,head_center,1.1267814636230469,1.1267814636230469,,769,1,256
relativefx,unknown,fma_test_016995,True,head_center,1.069980502128601,1.069980502128601,,770,2,256
relativefx,unknown,fma_test_016997,True,head_center,1.137900710105896,1.137900710105896,,512,0,0
relativefx,unknown,fma_test_020296,True,head_center,0.414714515209198,0.414714515209198,,870,182,176
relativefx,unknown,fma_test_021997,True,head_center,0.12481963634490967,0.12481963634490967,,512,0,0
relativefx,unknown,fma_test_021998,True,head_center,1.123453974723816,1.123453974723816,,512,0,0
relativefx,unknown,fma_test_022000,True,head_center,1.3856209516525269,1.3856209516525269,,512,0,0
relativefx,unknown,fma_test_023041,True,head_center,1.4267947673797607,1.4267947673797607,,769,2,255
relativefx,unknown,fma_test_026859,True,head_center,0.8506190776824951,0.8506190776824951,,769,1,256
relativefx,unknown,fma_test_026902,True,head_center,1.1314094066619873,1.1314094066619873,,512,0,0
relativefx,unknown,fma_test_026904,True,head_center,1.160218596458435,1.160218596458435,,770,2,256
relativefx,unknown,fma_test_026905,True,head_center,0.24031022191047668,0.24031022191047668,,512,0,0
relativefx,unknown,fma_test_035569,True,head_center,0.4780782163143158,0.4780782163143158,,512,0,0
relativefx,unknown,fma_test_036096,True,head_center,0.552431583404541,0.552431583404541,,512,0,0
relativefx,unknown,fma_test_036099,True,head_center,0.9802951812744141,0.9802951812744141,,512,0,0
relativefx,unknown,fma_test_036799,True,head_center,1.6315782070159912,1.6315782070159912,,512,0,0
relativefx,unknown,fma_test_038775,True,head_center,1.31236732006073,1.31236732006073,,512,0,0
relativefx,unknown,fma_test_038776,True,head_center,0.08968238532543182,0.08968238532543182,,512,0,0
relativefx,unknown,fma_test_038779,True,head_center,1.036271572113037,1.036271572113037,,512,0,0
relativefx,unknown,fma_test_038782,True,head_center,0.841519832611084,0.841519832611084,,769,1,256
relativefx,unknown,fma_test_038783,True,head_center,0.23285019397735596,0.23285019397735596,,770,2,256
relativefx,unknown,fma_test_038784,True,head_center,0.4214808940887451,0.4214808940887451,,774,9,253
relativefx,unknown,fma_test_038785,True,head_center,0.4444769024848938,0.4444769024848938,,512,0,0
relativefx,unknown,fma_test_038819,True,head_center,1.3747882843017578,1.3747882843017578,,512,0,0
relativefx,unknown,fma_test_038820,True,head_center,0.28645238280296326,0.28645238280296326,,512,0,0
relativefx,unknown,fma_test_038823,True,head_center,1.835671305656433,1.835671305656433,,804,57,235
relativefx,unknown,fma_test_038826,True,head_center,0.9563371539115906,0.9563371539115906,,512,0,0
relativefx,unknown,fma_test_038827,True,head_center,1.744093656539917,1.744093656539917,,512,0,0
relativefx,unknown,fma_test_038828,True,head_center,0.5723204612731934,0.5723204612731934,,773,7,254
relativefx,unknown,fma_test_038834,True,head_center,0.9322859048843384,0.9322859048843384,,512,0,0
relativefx,unknown,fma_test_039317,True,head_center,2.5524520874023438,2.5524520874023438,,778,21,245
relativefx,unknown,fma_test_039318,True,head_center,1.7862575054168701,1.7862575054168701,,512,0,0
relativefx,unknown,fma_test_039605,True,head_center,1.1175639629364014,1.1175639629364014,,512,0,0
relativefx,unknown,fma_test_039607,True,head_center,1.1868979930877686,1.1868979930877686,,512,0,0
relativefx,unknown,fma_test_040236,True,head_center,0.3921646475791931,0.3921646475791931,,512,0,0
relativefx,unknown,fma_test_040240,True,head_center,0.7628769278526306,0.7628769278526306,,769,1,256
relativefx,unknown,fma_test_040242,True,head_center,1.2049956321716309,1.2049956321716309,,769,1,256
relativefx,unknown,fma_test_040244,True,head_center,0.9896296262741089,0.9896296262741089,,769,1,256
relativefx,unknown,fma_test_051301,True,head_center,0.8452610969543457,0.8452610969543457,,512,0,0
relativefx,unknown,fma_test_053228,True,head_center,0.42321667075157166,0.42321667075157166,,512,0,0
relativefx,unknown,fma_test_053586,True,head_center,0.1707995980978012,0.1707995980978012,,512,0,0
relativefx,unknown,fma_test_056895,True,head_center,1.114703893661499,1.114703893661499,,769,2,255
relativefx,unknown,fma_test_059581,True,head_center,0.6373330354690552,0.6373330354690552,,769,1,256
relativefx,unknown,fma_test_063064,False,head_centered,2.3662946224212646,,not separated: nonfinite or peak rejection,820,81,227
relativefx,unknown,fma_test_063149,True,head_center,1.3703017234802246,1.3703017234802246,,512,0,0
relativefx,unknown,fma_test_063161,True,head_center,1.6140210628509521,1.6140210628509521,,512,0,0
relativefx,unknown,fma_test_063250,True,head_center,1.5824360847473145,1.5824360847473145,,512,0,0
relativefx,unknown,fma_test_063257,True,head_center,0.61197829246521,0.61197829246521,,512,0,0
relativefx,unknown,fma_test_065779,True,head_center,1.4914106130599976,1.4914106130599976,,769,1,256
relativefx,unknown,fma_test_065780,True,head_center,1.1685616970062256,1.1685616970062256,,772,4,256
relativefx,unknown,fma_test_066534,True,head_center,0.29888835549354553,0.29888835549354553,,771,5,254
relativefx,unknown,fma_test_066537,True,head_center,0.3882165551185608,0.3882165551185608,,512,0,0
relativefx,unknown,fma_test_066538,True,head_center,0.5269286632537842,0.5269286632537842,,512,0,0
relativefx,unknown,fma_test_066539,True,head_center,1.6261743307113647,1.6261743307113647,,776,9,255
relativefx,unknown,fma_test_066717,True,head_center,0.3864571452140808,0.3864571452140808,,512,0,0
